uID,variable1,variable2,.id,source,ross.s2.1_1_TEXT,ross.s2.2,sex,Source.Global,Source.Primary,Source.Secondary,Country,Location,Language,Weird,Execution,SubjectPool,Setting,Tablet,Pencil,StudyOrderN,IDiffOrderN,study.order,analysis.type,subset,case.include
3875,20,Court,ML2_Slate2_USEng_DEPLOY__hawaiion_r.csv,hawaiion,20,2,2,hawaiion,hawaiion,hawaiion,USA,"University of Hawaii, Honolulu, HI",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Schwarz|Zaval|Norenzayan|Zhong|Ross.Slate2|Knobe|Tversky|Gray|Hauser|Shafir|Hsee|Geissner|Savani|Risen|Tversky.Gati,ID: Global self-esteem SISE|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Mood|ID: Subjective wellbeing,5,Order,all,TRUE
3914,0,Court,ML2_Slate2_USEng_DEPLOY__hawaiion_r.csv,hawaiion,0,2,1,hawaiion,hawaiion,hawaiion,USA,"University of Hawaii, Honolulu, HI",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Tversky|Schwarz|Tversky.Gati|Ross.Slate2|Zaval|Zhong|Shafir|Geissner|Knobe|Risen|Gray|Norenzayan|Hsee|Savani,ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood|ID: Cognitive reflection|ID: Subjective wellbeing,5,Order,all,TRUE
3915,75,Court,ML2_Slate2_USEng_DEPLOY__hawaiion_r.csv,hawaiion,75,2,1,hawaiion,hawaiion,hawaiion,USA,"University of Hawaii, Honolulu, HI",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hsee|Hauser|Tversky|Savani|Ross.Slate2|Zhong|Norenzayan|Schwarz|Zaval|Knobe|Risen|Gray|Shafir|Tversky.Gati|Geissner,ID: Mood|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Subjective wellbeing,5,Order,all,TRUE
3921,89,Court,ML2_Slate2_USEng_DEPLOY__hawaiion_r.csv,hawaiion,89,2,2,hawaiion,hawaiion,hawaiion,USA,"University of Hawaii, Honolulu, HI",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Knobe|Geissner|Shafir|Hauser|Ross.Slate2|Gray|Tversky.Gati|Zaval|Zhong|Savani|Tversky|Risen|Hsee|Norenzayan|Schwarz,ID: TIPI for Big-Five|ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Cognitive reflection,5,Order,all,TRUE
3937,5,Court,ML2_Slate2_USEng_Inlab_DEPLOY__brooklyn_cuny_r.csv,brookcuny,5,2,2,brookcuny,brookcuny,brookcuny,USA,"Brooklyn College, New York, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Tversky|Gray|Tversky.Gati|Knobe|Ross.Slate2|Geissner|Zhong|Risen|Hsee|Schwarz|Hauser|Savani|Zaval|Shafir|Norenzayan,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Mood|ID: Subjective wellbeing,5,Order,all,TRUE
3947,10,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__brooklyn_cuny_r.csv,brookcuny,10,1,1,brookcuny,brookcuny,brookcuny,USA,"Brooklyn College, New York, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hsee|Knobe|Schwarz|Zaval|Ross.Slate2|Gray|Tversky.Gati|Savani|Hauser|Risen|Tversky|Norenzayan|Geissner|Zhong|Shafir,ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Mood,5,Order,all,TRUE
3949,40,Court,ML2_Slate2_USEng_Inlab_DEPLOY__brooklyn_cuny_r.csv,brookcuny,40,2,2,brookcuny,brookcuny,brookcuny,USA,"Brooklyn College, New York, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Gray|Hauser|Tversky|Schwarz|Ross.Slate2|Zhong|Norenzayan|Zaval|Shafir|Savani|Knobe|Tversky.Gati|Geissner|Hsee|Risen,ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE|ID: TIPI for Big-Five,5,Order,all,TRUE
3958,60,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__brooklyn_cuny_r.csv,brookcuny,60,1,1,brookcuny,brookcuny,brookcuny,USA,"Brooklyn College, New York, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hsee|Hauser|Gray|Savani|Ross.Slate2|Zaval|Tversky.Gati|Knobe|Shafir|Schwarz|Tversky|Norenzayan|Geissner|Zhong|Risen,ID: Cognitive reflection|ID: Mood|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE,5,Order,all,TRUE
3960,20,Court,ML2_Slate2_USEng_Inlab_DEPLOY__brooklyn_cuny_r.csv,brookcuny,20,2,2,brookcuny,brookcuny,brookcuny,USA,"Brooklyn College, New York, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Tversky.Gati|Hauser|Geissner|Savani|Ross.Slate2|Hsee|Schwarz|Zhong|Tversky|Knobe|Zaval|Risen|Shafir|Gray|Norenzayan,ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE,5,Order,all,TRUE
3978,5,Court,ML2_Slate2_USEng_Inlab_DEPLOY__brooklyn_cuny_r.csv,brookcuny,5,2,2,brookcuny,brookcuny,brookcuny,USA,"Brooklyn College, New York, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Tversky|Hauser|Norenzayan|Savani|Ross.Slate2|Zhong|Shafir|Gray|Risen|Zaval|Hsee|Knobe|Geissner|Schwarz|Tversky.Gati,ID: Mood|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Cognitive reflection,5,Order,all,TRUE
3983,65,Court,ML2_Slate2_USEng_Inlab_DEPLOY__brooklyn_cuny_r.csv,brookcuny,65,2,1,brookcuny,brookcuny,brookcuny,USA,"Brooklyn College, New York, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Zhong|Norenzayan|Geissner|Schwarz|Ross.Slate2|Risen|Tversky.Gati|Hauser|Shafir|Tversky|Zaval|Hsee|Knobe|Savani|Gray,ID: Mood|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE,5,Order,all,TRUE
3984,60,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__brooklyn_cuny_r.csv,brookcuny,60,1,2,brookcuny,brookcuny,brookcuny,USA,"Brooklyn College, New York, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Shafir|Hauser|Geissner|Norenzayan|Ross.Slate2|Gray|Tversky.Gati|Knobe|Zhong|Schwarz|Hsee|Zaval|Savani|Tversky|Risen,ID: Mood|ID: Subjective wellbeing|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Global self-esteem SISE,5,Order,all,TRUE
3991,60,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__brooklyn_cuny_r.csv,brookcuny,60,1,2,brookcuny,brookcuny,brookcuny,USA,"Brooklyn College, New York, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Zaval|Hauser|Knobe|Hsee|Ross.Slate2|Savani|Tversky.Gati|Zhong|Risen|Geissner|Shafir|Gray|Schwarz|Norenzayan|Tversky,ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Mood,5,Order,all,TRUE
4014,5,Court,ML2_Slate2_USEng_Inlab_DEPLOY__brooklyn_cuny_r.csv,brookcuny,5,2,2,brookcuny,brookcuny,brookcuny,USA,"Brooklyn College, New York, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Zaval|Tversky|Schwarz|Hsee|Ross.Slate2|Gray|Knobe|Geissner|Hauser|Norenzayan|Shafir|Savani|Zhong|Risen|Tversky.Gati,ID: Subjective wellbeing|ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE|ID: TIPI for Big-Five,5,Order,all,TRUE
4017,5,Court,ML2_Slate2_USEng_Inlab_DEPLOY__brooklyn_cuny_r.csv,brookcuny,5,2,2,brookcuny,brookcuny,brookcuny,USA,"Brooklyn College, New York, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Gray|Shafir|Hsee|Knobe|Ross.Slate2|Schwarz|Hauser|Tversky.Gati|Risen|Zaval|Tversky|Savani|Norenzayan|Geissner|Zhong,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Mood,5,Order,all,TRUE
4034,40,Court,ML2_Slate2_USEng_Inlab_DEPLOY__brooklyn_cuny_r.csv,brookcuny,40,2,2,brookcuny,brookcuny,brookcuny,USA,"Brooklyn College, New York, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Zaval|Tversky.Gati|Gray|Geissner|Ross.Slate2|Zhong|Savani|Tversky|Risen|Norenzayan|Hsee|Shafir|Hauser|Knobe|Schwarz,ID: Global self-esteem SISE|ID: Mood|ID: Subjective wellbeing|ID: Cognitive reflection|ID: TIPI for Big-Five,5,Order,all,TRUE
4050,30,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__brooklyn_cuny_r.csv,brookcuny,30,1,2,brookcuny,brookcuny,brookcuny,USA,"Brooklyn College, New York, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Savani|Tversky.Gati|Hauser|Zhong|Ross.Slate2|Schwarz|Geissner|Hsee|Tversky|Gray|Norenzayan|Zaval|Shafir|Knobe|Risen,ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Mood|ID: Global self-esteem SISE|ID: Cognitive reflection,5,Order,all,TRUE
4086,20,Court,ML2_Slate2_USEng_Inlab_DEPLOY__brooklyn_cuny_r.csv,brookcuny,20,2,2,brookcuny,brookcuny,brookcuny,USA,"Brooklyn College, New York, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Zaval|Hauser|Risen|Gray|Ross.Slate2|Geissner|Norenzayan|Schwarz|Zhong|Tversky|Savani|Hsee|Tversky.Gati|Knobe|Shafir,ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE|ID: Cognitive reflection,5,Order,all,TRUE
4089,80,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__brooklyn_cuny_r.csv,brookcuny,80,1,2,brookcuny,brookcuny,brookcuny,USA,"Brooklyn College, New York, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Savani|Tversky.Gati|Hsee|Geissner|Ross.Slate2|Zaval|Gray|Knobe|Risen|Shafir|Zhong|Norenzayan|Schwarz|Hauser|Tversky,ID: Cognitive reflection|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood,5,Order,all,TRUE
4110,45,Court,ML2_Slate2_USEng_Inlab_DEPLOY__brooklyn_cuny_r.csv,brookcuny,45,2,2,brookcuny,brookcuny,brookcuny,USA,"Brooklyn College, New York, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Tversky.Gati|Tversky|Norenzayan|Knobe|Ross.Slate2|Zaval|Hauser|Gray|Hsee|Schwarz|Savani|Geissner|Shafir|Zhong|Risen,ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE,5,Order,all,TRUE
4119,40,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__georgefox_r.csv,georgefox,40,1,2,georgefox,georgefox,georgefox,USA,"George Fox University, Newberg, OR",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Zaval|Zhong|Schwarz|Hauser|Ross.Slate2|Gray|Tversky.Gati|Knobe|Tversky|Norenzayan|Hsee|Savani|Geissner|Shafir|Risen,ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE|ID: TIPI for Big-Five,5,Order,all,TRUE
4156,75,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__georgefox_r.csv,georgefox,75,1,2,georgefox,georgefox,georgefox,USA,"George Fox University, Newberg, OR",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Risen|Gray|Knobe|Tversky.Gati|Ross.Slate2|Norenzayan|Savani|Hsee|Zhong|Zaval|Geissner|Hauser|Shafir|Schwarz|Tversky,ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood,5,Order,all,TRUE
4160,50,Court,ML2_Slate2_USEng_Inlab_DEPLOY__georgefox_r.csv,georgefox,50,2,1,georgefox,georgefox,georgefox,USA,"George Fox University, Newberg, OR",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Tversky|Schwarz|Gray|Knobe|Ross.Slate2|Zhong|Shafir|Hsee|Hauser|Tversky.Gati|Savani|Risen|Zaval|Norenzayan|Geissner,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Mood,5,Order,all,TRUE
4196,50,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__georgefox_r.csv,georgefox,50,1,2,georgefox,georgefox,georgefox,USA,"George Fox University, Newberg, OR",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Tversky.Gati|Schwarz|Savani|Risen|Ross.Slate2|Hsee|Shafir|Norenzayan|Hauser|Zaval|Tversky|Geissner|Gray|Zhong|Knobe,ID: Global self-esteem SISE|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Mood,5,Order,all,TRUE
4202,90,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__georgefox_r.csv,georgefox,90,1,2,georgefox,georgefox,georgefox,USA,"George Fox University, Newberg, OR",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Knobe|Hsee|Tversky|Geissner|Ross.Slate2|Risen|Zhong|Norenzayan|Savani|Hauser|Shafir|Gray|Zaval|Schwarz|Tversky.Gati,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Mood|ID: Subjective wellbeing|ID: Cognitive reflection,5,Order,all,TRUE
4224,75,Court,ML2_Slate2_USEng_Inlab_DEPLOY__georgefox_r.csv,georgefox,75,2,2,georgefox,georgefox,georgefox,USA,"George Fox University, Newberg, OR",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Tversky|Zaval|Risen|Geissner|Ross.Slate2|Savani|Shafir|Hsee|Gray|Hauser|Schwarz|Tversky.Gati|Knobe|Zhong|Norenzayan,ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Subjective wellbeing,5,Order,all,TRUE
4244,0,Court,ML2_Slate2_USEng_Inlab_DEPLOY__georgefox_r.csv,georgefox,0,2,2,georgefox,georgefox,georgefox,USA,"George Fox University, Newberg, OR",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Zhong|Tversky.Gati|Hsee|Ross.Slate2|Norenzayan|Risen|Knobe|Savani|Shafir|Schwarz|Geissner|Zaval|Tversky|Gray,ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Mood|ID: Cognitive reflection,5,Order,all,TRUE
4291,78,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__Hearing_r.csv,ritonline,78,1,1,ritonline,ritonline,ritonline,USA,"Rochester Institute of Technology, Rochester, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hsee|Shafir|Geissner|Tversky.Gati|Ross.Slate2|Tversky|Zhong|Hauser|Gray|Zaval|Schwarz|Knobe|Norenzayan|Savani|Risen,ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood|ID: TIPI for Big-Five,5,Order,all,TRUE
4300,70,Court,ML2_Slate2_USEng_Inlab_DEPLOY__Hearing_r.csv,ritonline,70,2,2,ritonline,ritonline,ritonline,USA,"Rochester Institute of Technology, Rochester, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Schwarz|Tversky.Gati|Geissner|Savani|Ross.Slate2|Hauser|Zhong|Zaval|Tversky|Shafir|Hsee|Gray|Risen|Norenzayan|Knobe,ID: Mood|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Cognitive reflection,5,Order,all,TRUE
4318,75,Court,ML2_Slate2_USEng_Inlab_DEPLOY__Hearing_r.csv,ritonline,75,2,1,ritonline,ritonline,ritonline,USA,"Rochester Institute of Technology, Rochester, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Schwarz|Tversky|Zaval|Hsee|Ross.Slate2|Gray|Geissner|Savani|Norenzayan|Zhong|Tversky.Gati|Risen|Knobe|Hauser|Shafir,ID: Cognitive reflection|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Mood,5,Order,all,TRUE
4326,80,Court,ML2_Slate2_USEng_Inlab_DEPLOY__Hearing_r.csv,ritonline,80,2,1,ritonline,ritonline,ritonline,USA,"Rochester Institute of Technology, Rochester, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Norenzayan|Zhong|Zaval|Tversky|Ross.Slate2|Hsee|Risen|Geissner|Gray|Schwarz|Shafir|Knobe|Tversky.Gati|Savani|Hauser,ID: TIPI for Big-Five|ID: Mood|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection,5,Order,all,TRUE
4328,40,Court,ML2_Slate2_USEng_Inlab_DEPLOY__Hearing_r.csv,ritonline,40,2,2,ritonline,ritonline,ritonline,USA,"Rochester Institute of Technology, Rochester, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Tversky.Gati|Hsee|Schwarz|Zhong|Ross.Slate2|Gray|Hauser|Risen|Zaval|Tversky|Knobe|Shafir|Norenzayan|Savani|Geissner,ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Mood|ID: Cognitive reflection,5,Order,all,TRUE
4337,80,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__Hearing_r.csv,ritonline,80,1,1,ritonline,ritonline,ritonline,USA,"Rochester Institute of Technology, Rochester, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Geissner|Hsee|Savani|Zhong|Ross.Slate2|Tversky|Schwarz|Zaval|Knobe|Risen|Tversky.Gati|Norenzayan|Shafir|Gray|Hauser,ID: Mood|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Cognitive reflection,5,Order,all,TRUE
4340,70,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__jmu_r.csv,jmu,70,1,2,jmu,jmu,jmu,USA,"Department of Psychology, James Madison University, Harrisonburg, VA 22807",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Risen|Schwarz|Savani|Geissner|Ross.Slate2|Hauser|Tversky.Gati|Hsee|Zaval|Tversky|Knobe|Shafir|Zhong|Norenzayan|Gray,ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Mood|ID: Subjective wellbeing|ID: Global self-esteem SISE,5,Order,all,TRUE
4361,75,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__jmu_r.csv,jmu,75,1,2,jmu,jmu,jmu,USA,"Department of Psychology, James Madison University, Harrisonburg, VA 22807",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Savani|Hsee|Geissner|Norenzayan|Ross.Slate2|Zhong|Gray|Tversky.Gati|Risen|Shafir|Knobe|Tversky|Schwarz|Zaval|Hauser,ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five,5,Order,all,TRUE
4380,15,Court,ML2_Slate2_USEng_Inlab_DEPLOY__jmu_r.csv,jmu,15,2,1,jmu,jmu,jmu,USA,"Department of Psychology, James Madison University, Harrisonburg, VA 22807",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Risen|Gray|Geissner|Zaval|Ross.Slate2|Norenzayan|Tversky.Gati|Zhong|Schwarz|Hauser|Savani|Shafir|Hsee|Tversky|Knobe,ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE,5,Order,all,TRUE
